popularity,budget,revenue,original_title,cast,director,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,revenue_category
1.95632,50000000.0,3324330.0,Child 44,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,Daniel Espinosa,murder|serial killer|military|chili|soviet union,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",137.0,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,2015-03-15,341.0,5.9,2015.0,45999979.76,3058382.254,-46675670.0,Medium
1.926739,5000000.0,58978653.0,The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,detective|stalker|gift|bully|psychological thriller,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",108.0,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,2015-07-30,631.0,6.6,2015.0,4599997.976,54260336.89,53978653.0,High
1.904898,50000000.0,240360392.0,Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,Sean Anders,daddys home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",96.0,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,2015-12-25,568.0,5.7,2015.0,45999979.76,221131463.3,190360392.0,Blockbuster
1.865007,64000000.0,97571250.0,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,philosophy|utopia|airplane|adventure|dystopia,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",92.0,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,2015-07-29,423.0,7.5,2015.0,58879974.09,89765510.5,33571250.0,High
1.82313,11930000.0,18340000.0,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,based on novel|australia|dressmaker|hometown|woman director,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",118.0,Drama,Amazon Studios|Film Art Media|Apollo Media,2015-10-01,197.0,6.9,2015.0,10975595.17,16872792.58,6410000.0,High
1.758618,8500000.0,43528634.0,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,high school|teenager|popularity|high school senior|teen comedy,"Bianca's universe turns upside down when she learns that her high school refers to her as a â€˜DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFFâ€¦ and that's totally fine.",100.0,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2015-02-20,753.0,6.8,2015.0,7819996.559,40046325.66,35028634.0,High
1.742286,10000000.0,52882018.0,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,haunted house|sequel|twins,A young mother and her twin sons move into a rural house that's marked for death.,97.0,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,2015-08-19,331.0,5.5,2015.0,9199995.952,48651435.15,42882018.0,High
1.73518,30000000.0,107597242.0,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,shopping mall|las vegas nevada|security guard,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",94.0,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),2015-04-16,422.0,5.3,2015.0,27599987.86,98989419.08,77597242.0,Blockbuster
1.651078,4000000.0,50163103.0,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",91.0,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,2015-01-23,810.0,3.9,2015.0,3679998.381,46150034.45,46163103.0,High
1.532997,30000000.0,49263404.0,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,friendship|hollywood|movie star|entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are backâ€¦and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",104.0,Comedy,Warner Bros.|Closest to the Hole Productions,2015-06-03,364.0,6.2,2015.0,27599987.86,45322311.74,19263404.0,High
1.510096,23000000.0,79799880.0,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",101.0,Comedy,Miramax Films|Screen Gems|LStar Capital,2015-01-16,,6.5,2015.0,21159990.69,73415857.3,56799880.0,High
1.499614,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the worldâ€™s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, theyâ€™ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",93.0,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,2015-10-23,288.0,6.2,2015.0,13799993.93,13671898.7,-139234.0,High
1.495112,5000000.0,98450062.0,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",94.0,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,2015-09-10,729.0,5.9,2015.0,4599997.976,90574017.19,93450062.0,High
1.483246,53000000.0,99775678.0,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,boston|based on true story|organized crime,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",122.0,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,2015-09-04,848.0,6.3,2015.0,48759978.55,91793583.37,46775678.0,High
1.448002,15000000.0,61548707.0,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,98.0,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,2015-11-26,342.0,5.9,2015.0,13799993.93,56624785.53,46548707.0,High
1.443406,20000000.0,208588.0,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,113.0,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,2015-03-31,322.0,5.7,2015.0,18399991.9,191900.8756,-19791412.0,Low
1.41239,5000000.0,54418872.0,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,coup|american|family|foreign,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",103.0,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,2015-08-26,519.0,6.7,2015.0,4599997.976,50065340.21,49418872.0,High
1.40805,700000.0,17986781.0,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",103.0,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,2015-06-19,448.0,7.3,2015.0,643999.7166,16547831.24,17286781.0,High
1.388251,28000000.0,28208085.0,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,memory loss|stoner|black ops,"American Ultra is a fast-paced action comedy about Mike, a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",96.0,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,2015-08-19,695.0,5.9,2015.0,25759988.67,25951426.78,208085.0,High
1.388032,11000000.0,61619773.0,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,nazis|art|stolen painting,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",120.0,Drama,BBC Films|Origin Pictures,2015-04-10,277.0,7.3,2015.0,10119995.55,56690166.22,50619773.0,High
1.376605,30000000.0,105011053.0,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,sister sister relationship|childhood home,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,118.0,Comedy,Little Stranger,2015-12-18,399.0,5.9,2015.0,27599987.86,96610126.25,75011053.0,Blockbuster
1.360926,12000000.0,32248241.0,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,time travel|time machine|teenager|found footage,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",106.0,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,2015-01-30,637.0,6.3,2015.0,11039995.14,29668368.67,20248241.0,High
1.355822,25000000.0,72629670.0,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,transporter|sequel|suspense|car|bank heist,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frankâ€™s father.",96.0,Thriller|Action|Crime,EuropaCorp,2015-09-03,407.0,5.3,2015.0,22999989.88,66819267.0,47629670.0,High
1.345982,55000000.0,74679822.0,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleedsâ€¦ and remembers.",119.0,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,2015-10-13,819.0,6.4,2015.0,50599977.74,68705406.01,19679822.0,High
1.338481,14800000.0,122413057.0,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",115.0,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),2015-07-01,501.0,6.3,2015.0,13615994.01,112619962.9,107613057.0,Blockbuster
1.338322,10000000.0,78099553.0,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",88.0,Horror|Thriller,Paramount Pictures|Blumhouse Productions,2015-10-21,267.0,5.0,2015.0,9199995.952,71851557.15,68099553.0,High
1.316239,15000000.0,8235661.0,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,screenwriter|communist|biography|film history|hollywood,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,124.0,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,2015-10-27,273.0,7.2,2015.0,13799993.93,7576804.786,-6764339.0,Medium
1.315266,19500000.0,32189727.0,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,fbi|missing child,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",111.0,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,2015-10-14,202.0,6.2,2015.0,17939992.11,29614535.81,12689727.0,High
1.291013,74000000.0,311594032.0,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,ocean|sea|star|water|comedy,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",93.0,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2015-02-05,533.0,5.7,2015.0,68079970.04,286666383.3,237594032.0,Blockbuster
1.278928,20000000.0,43967255.0,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,111.0,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),2015-06-26,214.0,7.0,2015.0,18399991.9,40449856.8,23967255.0,High
1.225325,40000000.0,10664749.0,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,assassin|hitman,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",115.0,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2015-02-16,283.0,5.6,2015.0,36799983.81,9811564.763,-29335251.0,High
1.191138,1000000.0,62882090.0,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,computer|bullying|revenge|internet|violence,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.",82.0,Horror|Thriller,Bazelevs Production|Blumhouse Productions,2015-04-17,643.0,5.6,2015.0,919999.5952,57851497.35,61882090.0,High
1.178831,35000000.0,51680201.0,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,87.0,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,2015-05-08,472.0,5.5,2015.0,32199985.83,47545764.0,16680201.0,High
1.164724,10000000.0,104303851.0,Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,sequel,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",97.0,Drama|Horror|Thriller,Sony Pictures,2015-06-04,610.0,6.3,2015.0,9199995.952,95959500.7,94303851.0,Blockbuster
1.142518,6000000.0,41387687.0,The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,based on novel|biography|based on true story,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who â€˜temporarilyâ€™ parked her van in Bennettâ€™s London driveway and proceeded to live there for 15 years.",104.0,Comedy|Drama,BBC Films|TriStar Productions,2015-11-13,135.0,5.9,2015.0,5519997.571,38076655.29,35387687.0,High
1.138395,40000000.0,34227298.0,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,109.0,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,2015-11-10,408.0,5.5,2015.0,36799983.81,31489100.3,-5772702.0,High
1.125239,8000000.0,3759286.0,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,A man crippled by the mundanity of his life experiences something out of the ordinary.,90.0,Animation|Comedy|Drama|Romance,Starburns Industries,2015-12-30,259.0,6.7,2015.0,7359996.762,3458541.598,-4240714.0,Medium
1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that sheâ€™s sleeping with her motherâ€™s boyfriend.",102.0,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,2015-08-07,186.0,6.8,2015.0,1839999.19,1358841.242,-522998.0,Medium
1.007054,11000000.0,27391084.0,Irrational Man,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner,Woody Allen,,"On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",95.0,Mystery|Drama,Sony Pictures|Gravier Productions,2015-07-17,319.0,6.1,2015.0,10119995.55,25199786.19,16391084.0,High
0.956096,18000000.0,41325328.0,Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,"Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.",100.0,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,2015-07-10,152.0,5.5,2015.0,16559992.71,38019285.03,23325328.0,High
0.950793,12000000.0,60273173.0,The Perfect Guy,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,David M. Rosenthal,,"Leah Vaughn appears to have the ideal life. She enjoys a challenging, fast-paced career as a lobbyist; Dave, her longterm boyfriend loves her. And yet, at 36, she's ready to move to the next phase. Marriage and a family seem a logical and welcome step. Dave is not so sure. A bit commitment phobic, his misgivings lead to a painful break up.  Enter Carter Duncan, a handsome, charming stranger whose path keeps crossing with Leah's. Caring and solicitous of Leah and her family and friends, their relationship rapidly progresses. It seems Leah has met the perfect guy. But if it seems too good to be true... Soon Carter's protective nature morphs into something more sinister. It's clear Leah has to end this new relationship and when she does, her onetime lover becomes her ultimate enemy. It will take every bit of her cunning and resolve to escape and outwit him.",100.0,Drama|Thriller,Screen Gems,2015-09-11,122.0,5.6,2015.0,11039995.14,55451294.76,48273173.0,High
0.93762,10000000.0,7587485.0,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,marriage|middle age,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,97.0,Drama|Comedy,Scott Rudin Productions|A24,2015-03-27,265.0,5.9,2015.0,9199995.952,6980483.129,-2412515.0,Medium
0.927339,40000000.0,106511453.0,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,prison|training|framed|embezzlement,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",100.0,Comedy,Gary Sanchez Productions|Warner Bros.,2015-03-26,661.0,5.9,2015.0,36799983.81,97990493.64,66511453.0,Blockbuster
0.906036,25000000.0,24902723.0,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,mining|chile|based on true story|survival|woman director,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",120.0,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,2015-08-06,262.0,5.8,2015.0,22999989.88,22910495.08,-97277.0,High
0.898296,14000000.0,16002420.0,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,london|biography|feminist|period drama|woman director,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.,106.0,Drama|History,Ruby Films|PathÃ©|Film4,2015-10-16,231.0,7.1,2015.0,12879994.33,14722219.92,2002420.0,High
0.880938,6000000.0,11122090.0,We Are Your Friends,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,dj,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",96.0,Drama|Music|Romance,Working Title Films,2015-08-26,412.0,6.2,2015.0,5519997.571,10232318.3,5122090.0,High
0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,old people's home,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,122.0,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,2015-02-26,196.0,6.4,2015.0,9199995.952,79099969.92,75978266.0,High
0.829111,20000000.0,6420319.0,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,106.0,Comedy|Drama|War,Metanoia Films,2015-04-23,113.0,7.1,2015.0,18399991.9,5906690.881,-13579681.0,Medium
0.814206,37000000.0,26250020.0,Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,hawaii|military,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,105.0,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,2015-05-27,469.0,5.2,2015.0,34039985.02,24150007.77,-10749980.0,High
0.795762,28000000.0,7002261.0,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,political campaign|south america,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",108.0,Drama|Comedy,Participant Media|Smokehouse Pictures,2015-09-11,122.0,5.7,2015.0,25759988.67,6442077.285,-20997739.0,Medium
0.706023,7000000.0,573335.0,Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,new jersey|equality|lesbian couple|cancer,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,103.0,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,2015-10-02,86.0,7.1,2015.0,6439997.166,527467.9679,-6426665.0,Low
0.699932,3000000.0,695269.0,Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,paris|sex|sexuality|cocaine|nudity,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.",134.0,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,2015-07-06,307.0,4.7,2015.0,2759998.786,639647.1986,-2304731.0,Low
0.69957,9600000.0,2541554.0,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,document|biography|one word title|tv reporter|directorial debut,A behind-the-scenes look at news anchor Dan Rather during his final days at C.B.S. News when he broadcast a damaging report about how President Bush relied on privilege and family connections to avoid fighting in the Vietnam War.,121.0,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),2015-09-12,89.0,6.4,2015.0,8831996.114,2338228.651,-7058446.0,Medium
